age,annual_income,monthly_expenses,young_dependents,home_ownership,occupants_count,house_area,sanitary_availability,water_availabity,loan_amount,Recommended Loan
28,0,2000.0,0,1,0,0,1,1.0,3000,Agri Term Loan
30,0,3000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
28,0,2000.0,0,1,0,110,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
23,0,2800.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
23,0,3000.0,0,1,0,110,0,1.0,3000,Agri Term Loan
38,0,3000.0,0,1,0,112,0,1.0,3000,Agri Term Loan
23,0,2700.0,0,1,0,110,0,1.0,3000,Agri Loan
19,0,3000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
31,0,2000.0,0,1,0,110,0,1.0,3000,Agri Term Loan
43,0,4000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
45,0,2000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
30,0,3000.0,0,1,0,0,0,1.0,3000,Agri Loan
38,0,3100.0,0,1,0,0,0,1.0,3000,Agri Term Loan
41,0,3000.0,0,1,0,0,0,1.0,3000,Agri Loan
38,0,3000.0,0,1,0,0,0,1.0,3000,Agri Loan
32,0,3000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
36,0,3000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
43,0,3000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
36,0,2000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
28,0,2000.0,0,1,0,0,0,1.0,3000,Agri Loan
27,0,3000.0,0,1,0,0,0,1.0,3000,Kisan Power
46,0,3500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
36,0,3000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
22,0,3000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
26,0,3000.0,0,1,0,0,0,1.0,3000,Kisan Power
23,0,3000.0,0,1,0,0,0,1.0,3000,Agri Loan
41,0,4500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
29,0,3300.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
44,0,3000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
51,0,3000.0,0,1,0,110,0,1.0,3000,Kisan Power
32,0,3000.0,0,1,0,0,0,1.0,3000,Kisan Power
38,0,3200.0,0,1,0,0,0,1.0,3000,Agri Term Loan
26,0,3500.0,0,1,0,0,0,1.0,3000,Agri Loan
48,0,2500.0,0,1,0,0,0,1.0,3000,Kisan Power
50,0,1400.0,0,1,0,0,0,1.0,7500,Kisan Power
24,0,4000.0,0,1,0,0,0,1.0,5000,Agri Loan
23,0,2500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
25,0,2500.0,0,1,0,0,1,1.0,5000,Mahabank Kisan All Purpose Term Loan
55,0,2500.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
44,0,2000.0,0,1,0,0,0,1.0,3000,Kisan Power
22,0,3000.0,0,1,0,0,0,1.0,3000,Agri Loan
34,0,2800.0,0,1,0,0,0,1.0,5000,Agri Loan
35,0,2800.0,0,1,0,0,0,1.0,3000,Agri Loan
23,0,3000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
32,0,3100.0,0,1,0,0,0,1.0,5000,Agri Term Loan
31,0,2800.0,0,1,0,0,0,1.0,3000,Agri Term Loan
28,0,2800.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
44,0,3000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
25,0,3000.0,0,1,0,0,0,1.0,3000,Agri Loan
28,0,2400.0,0,1,0,0,0,1.0,5000,Agri Term Loan
42,0,2300.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
34,0,2500.0,0,1,0,0,0,1.0,3000,Agri Loan
38,0,2700.0,0,1,0,0,0,1.0,5000,Agri Term Loan
34,0,2500.0,0,1,0,0,0,1.0,3000,Kisan Power
30,0,3000.0,0,1,0,0,0,1.0,3000,Agri Loan
46,0,3000.0,0,1,0,110,0,1.0,3000,Agri Term Loan
33,0,2500.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
51,0,2000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
18,0,4300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
34,0,2500.0,0,1,0,0,0,1.0,3000,Agri Loan
40,0,2500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
51,0,2000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
51,0,2000.0,0,1,0,0,0,1.0,3000,Agri Loan
38,0,2500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
39,0,2500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
58,0,1600.0,0,1,0,0,0,1.0,5000,Agri Loan
39,0,2000.0,0,1,0,0,0,1.0,3000,Agri Loan
29,0,3000.0,0,1,0,0,0,1.0,3000,Kisan Power
30,0,2700.0,0,1,0,0,0,1.0,3000,Kisan Power
40,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
34,0,2600.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
46,0,4500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
27,0,2700.0,0,1,0,0,0,1.0,3000,Agri Loan
33,0,2700.0,0,1,0,0,0,1.0,3000,Agri Loan
45,0,2700.0,0,1,0,0,0,1.0,3000,Agri Term Loan
54,0,2000.0,0,1,0,0,0,1.0,3000,Kisan Power
25,0,2500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
34,0,2900.0,0,1,0,0,0,1.0,3000,Agri Term Loan
54,0,2000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
48,0,2000.0,0,1,0,0,0,1.0,3000,Kisan Power
24,0,1700.0,0,1,0,0,0,1.0,3000,Agri Loan
39,0,2800.0,0,1,0,0,0,1.0,3000,Kisan Power
26,0,2800.0,0,1,0,0,0,1.0,3000,Agri Term Loan
43,0,2000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
35,0,2100.0,0,1,0,0,0,1.0,7500,Agri Term Loan
47,0,2900.0,0,1,0,0,0,1.0,7500,Agri Loan
20,0,2400.0,0,1,0,0,0,1.0,7500,Agri Loan
28,0,2300.0,0,1,0,0,0,1.0,7500,Agri Term Loan
42,0,2400.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
45,0,2400.0,0,1,0,0,0,1.0,7500,Agri Loan
33,0,3800.0,0,1,0,0,0,1.0,7500,Agri Loan
22,0,2400.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
29,0,2600.0,0,1,0,0,0,1.0,7500,Agri Term Loan
36,0,3000.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
53,0,2200.0,0,1,0,0,0,1.0,7500,Kisan Power
34,0,3000.0,0,1,0,0,0,1.0,7500,Agri Loan
47,0,2800.0,0,1,0,0,0,1.0,7500,Agri Term Loan
32,0,3400.0,0,1,0,0,0,1.0,7500,Agri Loan
42,0,3800.0,0,1,0,0,0,1.0,7500,Agri Term Loan
30,0,2700.0,0,1,0,0,0,1.0,7500,Agri Term Loan
45,0,2400.0,0,1,0,0,0,1.0,7500,Agri Term Loan
50,0,3600.0,0,1,0,0,0,1.0,7500,Agri Loan
27,0,2600.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
26,0,2200.0,0,1,0,0,0,1.0,7500,Agri Term Loan
33,0,2600.0,0,1,0,0,0,1.0,7500,Agri Term Loan
50,0,4200.0,0,1,0,0,0,1.0,7500,Agri Term Loan
30,0,4200.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
29,0,4700.0,0,1,0,0,0,1.0,7500,Agri Term Loan
35,0,2200.0,0,1,0,0,0,1.0,10000,Agri Loan
26,0,2000.0,0,1,0,0,0,1.0,10000,Mahabank Kisan All Purpose Term Loan
30,0,3800.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
26,0,2200.0,0,1,0,0,0,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,0,2200.0,0,1,0,0,0,1.0,10000,Agri Term Loan
20,0,1000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
29,0,4600.0,0,1,0,0,0,1.0,7500,Agri Term Loan
30,0,1200.0,0,1,0,0,0,1.0,5000,Agri Term Loan
29,0,1000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
45,0,4200.0,0,1,0,0,0,1.0,7500,Agri Loan
27,0,1500.0,0,1,0,0,0,1.0,5000,Kisan Power
30,0,1500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
24,0,3400.0,0,1,0,0,0,1.0,7500,Agri Term Loan
28,0,1500.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
25,0,1000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
42,0,5200.0,0,1,0,0,0,1.0,7500,Agri Term Loan
34,0,4100.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
34,0,4100.0,0,1,0,0,0,1.0,7500,Kisan Power
34,0,4100.0,0,1,0,0,0,1.0,7500,Agri Term Loan
40,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
32,0,4200.0,0,1,0,0,0,1.0,7500,Kisan Power
37,0,1000.0,0,1,0,0,0,1.0,5000,Kisan Power
37,0,4100.0,0,1,0,0,0,1.0,7500,Agri Term Loan
35,0,2000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
33,0,4100.0,0,1,0,0,0,1.0,7500,Agri Term Loan
30,0,2200.0,0,1,0,0,0,1.0,5000,Agri Term Loan
30,0,3800.0,0,1,0,0,0,1.0,7500,Kisan Power
22,0,2000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
29,0,4600.0,0,1,0,0,0,1.0,7500,Agri Term Loan
24,0,3400.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
30,0,2000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
28,0,3550.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
25,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
50,0,4100.0,0,1,0,0,0,1.0,7500,Kisan Power
22,0,1000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
50,0,3900.0,0,1,0,0,0,1.0,7500,Agri Term Loan
29,0,700.0,0,1,0,0,0,1.0,5000,Kisan Power
35,0,3500.0,0,1,0,0,0,1.0,5000,Agri Loan
29,0,4400.0,0,1,0,0,0,1.0,7500,Agri Term Loan
28,0,2000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
45,0,1200.0,0,1,0,0,0,1.0,5000,Agri Term Loan
40,0,1500.0,0,1,0,0,0,1.0,5000,Kisan Power
46,0,3900.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
29,0,1200.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
30,0,2300.0,0,1,0,0,0,1.0,5000,Kisan Power
34,0,4100.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
30,0,2000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
35,0,2000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
45,0,1800.0,0,1,0,0,0,1.0,5000,Agri Loan
57,0,4200.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
40,0,3200.0,0,1,0,0,0,1.0,5000,Agri Loan
25,0,2500.0,0,1,0,0,0,1.0,5000,Agri Loan
26,0,3700.0,0,1,0,0,0,1.0,7500,Agri Loan
32,0,2000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
28,0,2000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
30,0,2400.0,0,1,0,0,0,1.0,5000,Agri Term Loan
32,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
30,0,3100.0,0,1,0,0,0,1.0,5000,Agri Term Loan
22,0,1000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
45,0,500.0,0,1,0,0,0,1.0,5000,Kisan Power
38,0,2300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
41,0,3700.0,0,1,0,0,0,1.0,7500,Agri Loan
37,0,4100.0,0,1,0,0,0,1.0,7500,Kisan Power
46,0,3900.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
53,0,5000.0,0,1,0,0,0,1.0,7500,Kisan Power
37,0,4100.0,0,1,0,0,0,1.0,7500,Agri Term Loan
45,0,3900.0,0,1,0,0,0,1.0,7500,Agri Loan
36,0,4600.0,0,1,0,0,0,1.0,7500,Agri Term Loan
33,0,4100.0,0,1,0,0,0,1.0,7500,Kisan Power
57,0,2500.0,0,1,0,0,0,1.0,7500,Agri Loan
47,0,4800.0,0,1,0,0,0,1.0,7500,Kisan Power
57,0,3200.0,0,1,0,0,0,1.0,7500,Agri Term Loan
26,0,2800.0,0,1,0,0,0,1.0,7500,Agri Term Loan
32,0,2700.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
41,0,4800.0,0,1,0,0,0,1.0,7500,Agri Term Loan
56,0,5000.0,0,1,0,0,0,1.0,7500,Agri Loan
46,0,4300.0,0,1,0,0,0,1.0,7500,Agri Term Loan
33,0,4800.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
37,0,5600.0,0,1,0,0,0,1.0,7500,Agri Term Loan
20,0,2800.0,0,1,0,0,0,1.0,7500,Mahabank Kisan All Purpose Term Loan
32,0,2500.0,0,1,0,0,0,1.0,5000,Kisan Power
40,0,2500.0,0,1,0,0,0,1.0,10000,Mahabank Kisan All Purpose Term Loan
40,0,1500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
35,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
35,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
30,0,1700.0,0,1,0,0,0,1.0,5000,Kisan Power
45,0,3800.0,0,1,0,0,0,1.0,5000,Agri Term Loan
33,0,3000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
45,0,2000.0,0,1,0,0,0,1.0,5000,Kisan Power
40,0,2500.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
30,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
40,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
34,0,3810.875401,0,1,0,0,0,1.0,5000,Agri Loan
42,0,2000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
48,0,6600.0,0,1,0,0,0,1.0,7500,Agri Loan
25,0,2800.0,0,1,0,0,0,1.0,5000,Kisan Power
26,0,2000.0,0,1,0,0,0,1.0,5000,Agri Loan
43,0,3900.0,0,1,0,0,0,1.0,5000,Agri Term Loan
20,0,2700.0,0,1,0,0,0,1.0,5000,Agri Loan
22,0,1500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
25,0,2800.0,0,1,0,0,0,1.0,5000,Agri Loan
28,0,2000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
24,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,2900.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
28,0,2100.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
43,0,3000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
45,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
47,0,4000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
30,0,3400.0,0,1,0,0,0,1.0,5000,Agri Term Loan
45,0,4500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
37,0,5500.0,0,1,0,0,0,1.0,5000,Kisan Power
41,0,3500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,2000.0,0,1,0,0,0,1.0,5000,Agri Loan
35,0,2900.0,0,1,0,0,0,1.0,5000,Agri Term Loan
42,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
37,0,2800.0,0,1,0,0,0,1.0,5000,Agri Term Loan
42,0,4000.0,0,1,0,0,0,1.0,5000,Agri Loan
35,0,2900.0,0,1,0,0,0,1.0,5000,Agri Loan
28,0,3300.0,0,1,0,0,0,1.0,5000,Agri Loan
35,0,3500.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
22,0,2900.0,0,1,0,0,0,1.0,5000,Kisan Power
22,0,3900.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,2800.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,3400.0,0,1,0,0,0,1.0,5000,Agri Loan
22,0,3900.0,0,1,0,0,0,1.0,5000,Agri Loan
22,0,3900.0,0,1,0,0,0,1.0,5000,Agri Loan
23,0,3100.0,0,1,0,0,0,1.0,5000,Agri Term Loan
21,0,3100.0,0,1,0,0,0,1.0,5000,Kisan Power
34,0,3810.875401,0,1,0,0,0,1.0,5000,Agri Term Loan
38,0,2400.0,0,1,0,0,0,1.0,5000,Agri Term Loan
31,0,3300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
19,0,2800.0,0,1,0,0,0,1.0,5000,Agri Term Loan
36,0,3600.0,0,1,0,0,0,1.0,5000,Agri Loan
19,0,2700.0,0,1,0,0,0,1.0,5000,Kisan Power
28,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
19,0,2600.0,0,1,0,0,0,1.0,5000,Kisan Power
25,0,2800.0,0,1,0,0,0,1.0,5000,Agri Loan
37,0,6500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
32,0,3500.0,0,1,0,0,0,1.0,5000,Kisan Power
50,0,4000.0,0,1,0,0,0,1.0,5000,Agri Loan
28,0,2000.0,0,0,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
20,0,2300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
28,0,2000.0,0,0,0,0,0,1.0,5000,Agri Term Loan
29,0,2300.0,0,1,0,0,0,1.0,5000,Kisan Power
30,0,1800.0,0,1,0,0,0,1.0,5000,Agri Loan
20,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
35,0,3100.0,0,1,0,0,0,1.0,5000,Agri Term Loan
36,0,6000.0,0,0,0,0,0,1.0,5000,Agri Term Loan
24,0,2500.0,0,1,0,0,0,1.0,5000,Agri Loan
43,0,3200.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
46,0,2300.0,0,1,0,0,0,1.0,5000,Agri Loan
50,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
25,0,3500.0,0,1,0,0,1,1.0,5000,Agri Loan
43,0,2700.0,0,1,0,0,0,1.0,5000,Kisan Power
37,0,3700.0,0,1,0,0,0,1.0,5000,Agri Loan
43,0,3100.0,0,1,0,0,0,1.0,5000,Kisan Power
34,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
20,0,2700.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,2500.0,0,1,0,0,0,1.0,5000,Agri Loan
25,0,2700.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
30,0,4000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
45,0,2200.0,0,1,0,0,0,1.0,5000,Kisan Power
22,0,1700.0,0,1,0,0,0,1.0,5000,Agri Term Loan
35,0,3300.0,0,1,0,0,0,1.0,5000,Agri Loan
28,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
39,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
22,0,2300.0,0,1,0,0,0,1.0,5000,Agri Loan
43,0,2800.0,0,1,0,0,0,1.0,5000,Agri Term Loan
40,0,3100.0,0,1,0,0,0,1.0,5000,Agri Term Loan
19,0,2200.0,0,1,0,0,0,1.0,5000,Agri Term Loan
28,0,2900.0,0,1,0,0,0,1.0,5000,Agri Term Loan
24,0,3600.0,0,1,0,0,0,1.0,5000,Agri Term Loan
23,0,2000.0,0,1,0,0,0,1.0,5000,Agri Loan
27,0,3000.0,0,1,0,0,0,1.0,5000,Agri Loan
41,0,6000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
51,0,1500.0,0,1,0,0,0,1.0,5000,Kisan Power
28,0,3300.0,0,1,0,0,0,1.0,5000,Agri Loan
44,0,1500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
44,0,1500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
29,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,2000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
32,0,2000.0,0,1,0,0,1,1.0,5000,Kisan Power
45,0,3300.0,0,1,0,0,0,1.0,5000,Kisan Power
26,0,3200.0,0,1,0,0,0,1.0,5000,Agri Term Loan
26,0,3200.0,0,1,0,0,0,1.0,5000,Agri Term Loan
48,0,3100.0,0,1,0,0,0,1.0,5000,Agri Term Loan
20,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
40,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
40,0,3000.0,0,1,0,0,0,1.0,5000,Agri Loan
50,0,3600.0,0,1,0,0,0,1.0,5000,Kisan Power
30,0,3800.0,0,1,0,0,0,1.0,5000,Agri Loan
44,0,3000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
20,0,3900.0,0,1,0,0,0,1.0,5000,Kisan Power
52,0,3400.0,0,1,0,0,0,1.0,5000,Agri Term Loan
24,0,2600.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
22,0,2300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
33,0,3100.0,0,1,0,0,0,1.0,5000,Agri Loan
19,0,3300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
34,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
25,0,2500.0,0,1,0,0,0,1.0,5000,Kisan Power
33,0,3000.0,0,1,0,0,0,1.0,5000,Agri Loan
51,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
31,0,3500.0,0,1,0,0,0,1.0,5000,Agri Loan
26,0,3500.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
50,0,4000.0,0,1,0,0,0,1.0,5000,Kisan Power
43,0,4000.0,0,1,0,0,0,1.0,5000,Kisan Power
22,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
32,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
52,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
29,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
32,0,4000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
40,0,4000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
52,0,1500.0,0,1,0,0,0,1.0,5000,Kisan Power
46,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
26,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
46,0,2500.0,0,1,0,0,0,1.0,5000,Kisan Power
23,0,3000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
33,0,4000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
27,0,4300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
42,0,2000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
48,0,2300.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
26,0,3200.0,0,1,0,0,0,1.0,5000,Agri Term Loan
23,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
47,0,2000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
53,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
51,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
36,0,2500.0,0,1,0,0,0,1.0,3000,Agri Term Loan
21,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
25,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
37,0,2600.0,0,1,0,0,0,1.0,5000,Agri Term Loan
30,0,3300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
34,0,2900.0,0,1,0,0,0,1.0,5000,Agri Loan
45,0,3000.0,0,1,0,0,0,1.0,3000,Kisan Power
46,0,2800.0,0,1,0,0,0,1.0,5000,Agri Term Loan
38,0,2900.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
33,0,3400.0,0,1,0,0,0,1.0,5000,Agri Term Loan
32,0,2800.0,0,1,0,0,0,1.0,5000,Kisan Power
45,0,3800.0,0,1,0,0,0,1.0,5000,Agri Term Loan
31,0,2900.0,0,1,0,0,0,1.0,5000,Agri Term Loan
34,0,3500.0,0,1,0,0,0,1.0,5000,Agri Loan
50,0,2700.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
39,0,3400.0,0,1,0,0,0,1.0,5000,Agri Loan
27,0,3300.0,0,1,0,0,0,1.0,5000,Agri Loan
22,0,2400.0,0,1,0,0,0,1.0,5000,Agri Loan
43,0,3100.0,0,1,0,0,0,1.0,5000,Agri Loan
22,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
35,0,2300.0,0,1,0,0,0,1.0,5000,Agri Term Loan
25,0,3500.0,0,1,0,0,0,1.0,5000,Kisan Power
30,0,2800.0,0,1,0,0,0,1.0,5000,Kisan Power
22,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
46,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
25,0,3000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
24,0,2400.0,0,1,0,0,0,1.0,5000,Kisan Power
41,0,3000.0,0,1,0,0,0,1.0,5000,Kisan Power
34,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
23,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
35,0,2500.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
49,0,3500.0,0,1,0,0,0,1.0,3000,Kisan Power
24,0,2900.0,0,1,0,0,0,1.0,5000,Agri Term Loan
38,0,2500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
53,0,2500.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
26,0,4000.0,0,1,0,0,0,1.0,5000,Agri Loan
52,0,3000.0,0,1,0,0,0,1.0,5000,Agri Loan
35,0,3500.0,0,1,0,0,0,1.0,5000,Agri Term Loan
46,0,5000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
23,0,4000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
34,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
31,0,4000.0,0,1,0,0,0,1.0,3000,Agri Term Loan
44,0,3500.0,0,1,0,0,0,1.0,5000,Kisan Power
42,0,2500.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
41,0,3000.0,0,1,0,0,0,1.0,5000,Agri Term Loan
32,0,4000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
37,0,3500.0,0,1,0,0,0,1.0,5000,Agri Loan
32,0,3000.0,0,1,0,0,0,1.0,3000,Mahabank Kisan All Purpose Term Loan
34,0,4000.0,0,1,0,0,0,1.0,5000,Mahabank Kisan All Purpose Term Loan
